ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6400
ITEM: BOX BOUNDS ss pp pp
-9.7926982851326834e+00 3.6894730484111182e+02
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
6146 -0.0507672 0.276391 0.193156
6228 -1.53257 3.247 -2.40777
6214 -4.03888 0.585958 -1.48339
6275 -0.149594 -0.22026 -1.42026
6293 -0.0160054 3.10493 -0.62339
6210 0.180587 0.651296 1.25588
6212 4.30118 -0.552356 -1.29229
6289 2.40811 1.69943 -2.51147
6278 -0.4685 0.283145 2.44997
6292 -0.212154 -2.71892 -2.48804
6339 -2.67403 1.54115 -0.0865742
6342 -1.67606 -0.108431 -0.261271
6356 -0.540375 -3.06028 -0.373567
6357 -1.53743 -0.115413 1.24568
6353 1.56975 -0.642581 0.323961
6337 -0.918011 -1.44298 -2.29236
6341 -1.26056 -0.459905 -1.50592
6340 0.133651 2.08773 -4.23218
6274 0.486711 -2.04441 2.17303
6338 0.215309 0.817106 0.265349
19 1.20101 -3.02739 -0.331168
22 3.44706 -1.42298 -1.65819
35 -0.0653165 -1.25465 0.0577702
36 -1.56151 -1.79419 -2.16548
37 -4.6833 -1.76496 0.824365
38 3.03353 -0.185871 3.00768
33 0.518507 1.7388 0.765942
18 -2.06326 1.2946 -3.12106
83 0.294803 3.05693 -1.83249
99 -3.3015 0.299672 2.22058
101 3.57824 -1.31586 0.822498
86 -1.99671 -0.853951 2.90701
100 0.253198 -4.61442 -0.799206
102 -1.33213 3.5883 -0.985574
98 1.00611 3.31768 1.78965
82 1.05174 0.414365 -1.03906
161 -1.53024 0.761176 1.83606
163 0.900227 -2.60612 -3.23004
165 4.18073 -2.03996 1.64074
147 3.87678 -4.0198 -1.92278
150 -4.18401 -1.06653 -1.7739
164 -1.27589 -1.71098 1.90769
166 -0.308873 3.21323 0.632244
211 3.66123 -0.301637 3.33611
227 1.49876 2.14247 -0.743841
229 -0.0661859 -1.01549 0.744177
146 2.92566 4.07854 -4.04801
225 -2.18659 0.683071 -0.697735
162 -1.03261 -4.07828 -1.8072
214 -0.746828 -0.140577 -1.73597
228 2.67056 0.979459 -1.02384
230 0.281279 -0.688613 0.0800913
275 2.78167 2.70628 0.460021
291 -2.78604 1.69571 0.0997034
293 -1.23473 2.23728 -0.314305
289 1.21554 4.8089 -3.63691
278 -0.406598 0.935726 -0.033072
292 4.88467 3.14497 0.8745
294 3.11285 0.256443 0.599498
339 5.13046 -0.907158 1.44931
355 0.468919 6.4161 0.0113042
357 -0.0844442 4.77645 4.75837
274 -0.175354 -1.45805 0.144359
290 3.73259 0.811348 -2.48229
353 0.463597 3.32631 -0.0498281
342 0.682454 -0.891389 -2.63214
356 -0.401517 2.50872 0.678199
358 4.1434 1.89092 -1.94547
403 2.74856 0.140998 -1.32076
419 2.94415 0.956652 -5.2042
421 -6.38706 1.31195 0.948417
338 0.736366 2.86664 3.77181
406 2.76734 1.63645 -0.325447
420 2.52503 3.01814 2.67422
422 -2.1147 1.65041 3.48345
467 0.241721 2.32544 -2.30807
483 -0.0524377 0.275728 -0.578186
485 -0.975203 1.78186 -1.77967
402 4.67701 1.45926 2.3919
481 -0.637665 0.656887 -1.41167
470 -0.62627 1.5711 2.44083
484 -0.756486 1.19055 -3.68044
486 1.0934 0.571238 -1.4168
531 0.637386 4.27691 3.55711
547 -1.74694 2.41726 -3.32942
549 -0.521949 -1.29289 0.901019
545 -2.78297 0.243798 0.877799
466 0.100721 -1.75471 -0.0227279
534 -0.961408 -3.06773 0.693695
548 -0.116212 0.769705 -0.659422
550 -2.86188 1.77706 -0.748823
595 0.934246 0.510796 -3.0451
611 0.565088 -5.17182 -1.4394
613 -1.4593 -0.554544 -3.35246
598 -3.59796 2.42784 -2.93201
612 1.93049 2.92214 2.50279
614 -0.651776 -2.86822 1.50464
659 1.61259 -2.07022 -2.21456
675 2.24737 0.661747 -3.36281
677 4.17432 2.63237 -3.16691
610 -0.930998 -2.21939 -0.178949
673 2.44789 -1.66327 -3.2837
594 -2.61244 0.722244 -5.13265
662 1.22809 1.21673 1.91124
676 1.92186 -0.30094 2.80685
678 0.127345 2.68161 -4.44818
723 -1.94963 1.65098 1.38232
739 2.05016 -0.708114 2.58217
741 0.826407 -0.625047 -0.190202
726 4.27226 3.4815 -0.146425
740 -1.38743 2.61367 -1.26406
742 -0.732984 2.61045 -1.13088
787 -1.50286 0.266375 2.64073
803 -0.747779 -1.9628 0.322043
805 -1.62235 -0.795311 1.24603
722 -1.35135 2.13908 0.351243
790 2.06204 1.67195 -3.34106
806 -0.715854 0.61773 -4.7775
804 -0.307925 -1.01194 -0.781891
851 2.92883 1.23828 4.28632
867 -2.62361 -3.79502 3.88981
869 1.63598 1.64901 -1.88935
786 1.66221 -4.17972 -0.105102
854 1.24293 2.13149 1.66933
868 0.318788 0.921326 2.86894
870 -0.710079 -0.261133 1.0132
915 0.728178 -2.53554 -0.391456
931 -0.120722 0.0550065 -1.52352
933 -1.878 1.49363 2.28656
930 -0.993187 -1.12191 1.72193
932 -0.471799 4.91705 0.942988
918 1.85144 -3.29392 -1.07345
934 2.93135 3.28115 -2.16559
979 -0.358133 1.58937 -0.0900203
995 3.68117 1.51954 -2.50137
997 -1.86752 -0.207218 -4.72692
914 -1.02422 1.57035 6.3807
993 -1.45535 -2.19198 -3.79903
996 2.18892 0.734309 1.54873
998 -0.0659284 -1.63545 -3.49006
982 -2.43962 1.0496 -1.07748
1043 -1.94293 -1.77278 -0.896487
1059 -5.08566 -1.54441 -1.23221
1061 2.37361 4.61815 -2.11227
978 0.589751 -1.274 -1.76307
1057 1.00984 3.50718 -1.10074
1060 3.72344 -0.17637 -2.87439
1062 -0.699443 -4.86564 -0.972816
1046 -3.53615 0.591126 -0.568915
1107 -0.49021 2.75589 2.01254
1123 2.82355 -1.84514 3.74281
1125 2.02473 -1.22645 2.64856
1126 0.693766 1.40391 -1.78025
1042 -2.04513 0.757825 0.184853
1058 -0.378802 0.739511 -1.45795
1121 -0.240964 0.430889 -0.600083
1110 2.18403 0.392779 -2.02942
1124 2.88818 0.61399 1.28454
1122 -1.87461 2.35377 0.972703
1171 -0.527695 0.269983 2.05331
1187 1.06865 -2.23028 2.35907
1189 -0.344144 0.282114 -2.39274
1106 -3.69456 -2.15309 -1.92574
1185 1.58038 -1.31573 2.11252
1174 -1.17099 1.00698 -2.08352
1188 -1.11109 0.173512 4.09235
1190 -0.0166401 -0.561897 -3.30821
1235 1.26019 2.13945 2.44776
1251 1.18512 -0.887525 1.04452
1253 -2.94167 0.552795 -3.38302
1186 1.53046 2.39757 0.332931
1238 0.0103208 -3.37269 2.09834
1252 1.10264 1.2005 0.885037
1254 1.29223 1.75135 1.37266
1299 1.93348 3.05574 1.44734
1315 -3.79625 -4.01796 0.0181186
1317 0.869418 -0.118373 -0.570479
1250 0.226637 -1.40433 1.7869
1234 0.755555 -5.21659 -0.825899
1302 5.54884 -3.25428 -1.89125
1316 0.159698 0.490858 1.16664
1318 3.2184 -0.723712 -0.00794142
1379 -1.79409 -3.68017 -2.53342
1381 4.23476 1.03494 -1.16648
1363 -1.23357 0.0574179 -3.22287
1380 1.92628 0.705595 0.104981
1382 -1.86053 1.24281 2.98607
1298 -3.76641 -3.58492 2.62855
1366 -0.517284 -3.63781 1.37623
1427 -3.65481 3.59631 -0.883357
1443 1.87864 1.71593 -1.65468
1445 1.68655 -0.122724 -1.58488
1430 2.63459 3.19905 2.41585
1446 -1.01315 -1.45858 1.82053
1441 -1.7474 0.227199 1.2104
1426 -2.58972 -2.77233 -0.932175
1444 1.96858 -4.41295 -1.22588
1491 -2.48503 2.26507 -2.53872
1507 2.31059 4.78419 -1.87505
1509 -1.11941 -0.504566 -2.69068
1494 2.21198 1.7753 -2.4211
1508 -1.17072 -0.0277673 -1.92318
1510 0.833647 -3.67299 -0.167449
1555 -3.70902 -0.463716 0.0281699
1571 -1.23261 0.505287 1.3396
1573 -0.131575 0.197752 1.20618
1558 -0.135449 -6.71636 0.863206
1572 3.55224 -1.1886 -1.49713
1574 2.12676 0.732339 1.59986
1569 2.04103 -0.885609 -4.38866
1570 -2.04376 -0.833276 -0.78171
1619 -1.75097 2.56039 -0.572862
1637 0.0228906 -1.59167 -0.959957
1635 -1.26436 -0.800429 0.389845
1622 -1.57136 -3.43215 -0.545624
1636 -0.756057 -1.925 -2.51824
1638 0.82652 -1.6261 1.26491
1633 -0.640737 -0.967823 0.265345
1683 0.143464 3.3254 0.150481
1701 -1.51463 0.69572 1.62365
1699 -1.64895 -1.35208 -2.93836
1686 -2.60703 2.28787 1.5941
1702 1.53299 -1.7902 -3.2818
1700 0.0754837 -3.93863 -0.499054
1682 1.24494 -0.696931 5.2742
1747 -1.56579 -1.2926 -2.26836
1765 0.507339 0.113543 -1.80642
1763 -0.501405 -0.52766 -1.20437
1750 4.78368 -2.78197 0.583399
1764 2.02904 -0.478223 2.64683
1766 -0.118591 5.53654 1.2615
1746 0.277291 -0.106938 -1.33334
1811 1.67567 1.66803 -0.942489
1827 -2.63193 1.32702 1.07633
1829 0.24582 -0.627145 -0.953046
1814 2.57907 0.536784 -1.23547
1828 -1.30044 -0.302098 -1.2985
1830 -1.602 0.135129 0.687571
1810 2.62958 -0.793935 -1.30298
1825 0.107402 -0.639706 -0.42785
1875 -1.42492 -3.16146 -0.744095
1891 -3.0932 0.717252 0.724338
1893 -2.14554 0.685924 -0.640493
1894 -1.65655 -0.594448 -2.94587
1878 1.26351 -1.5437 -2.09619
1892 1.48816 1.52595 1.29825
1957 -2.89387 -0.174987 1.28554
1939 -1.73028 -1.21246 0.503377
1955 0.772185 3.87784 -1.32229
1942 0.934995 -2.71931 4.64133
1958 0.237494 1.08924 -1.68552
1956 -1.71672 -0.396795 0.162848
1953 1.95355 -0.241111 -0.925664
1938 0.127099 -3.47569 -2.06951
2003 2.46307 -0.829119 0.705004
2019 1.64088 2.69712 1.77525
2021 -1.52151 0.447063 2.29143
2020 2.1215 2.84722 0.316185
2022 0.00940368 -1.75609 2.78408
2006 -3.59616 0.29667 -2.07164
2002 -2.09441 -1.2111 -2.07099
2067 -2.48354 0.0268214 0.0973663
2083 0.632034 2.94522 -1.39683
2085 0.0542293 4.40513 -1.18975
2070 -1.8544 -0.415664 -3.12295
2084 -0.561413 0.101367 2.19328
2086 0.270315 -2.83506 -0.985146
2081 -2.68642 -1.03826 0.585098
2131 2.44075 0.689117 -1.08773
2147 2.65654 -0.373447 0.303354
2149 -1.21764 -2.5388 2.31622
2134 -3.01494 -3.87394 -0.109774
2148 -0.285549 2.60799 -0.0990872
2150 -0.163244 4.5929 -1.22441
2211 1.24399 -2.52092 -2.50935
2195 -0.657771 -1.33137 2.38154
2213 -4.08731 0.130658 -1.71439
2214 2.68147 2.18891 2.88002
2198 -1.06221 -1.99421 0.139779
2212 1.66784 -2.89718 0.0903102
2259 -0.318724 -0.306541 0.358488
2275 0.519512 4.8357 -0.172152
2277 -1.86264 -1.53881 -3.77828
2276 4.37882 1.70595 -2.85655
2278 3.02572 2.44396 0.217654
2262 0.536591 2.49012 -3.3811
2323 0.619896 -0.393246 -0.634421
2339 -0.0257057 0.834023 -1.75951
2341 -1.873 1.51952 1.0325
2326 0.156489 2.4937 0.372167
2340 0.0273849 2.3584 -1.69714
2342 -0.995415 0.52716 -0.35949
2387 2.93394 3.30932 3.55122
2403 -1.68548 -1.62833 2.36252
2405 3.01649 -0.555347 -0.284697
2390 0.504319 -3.80399 -3.69426
2404 1.24811 2.33043 -0.29629
2406 -1.75836 -3.20699 -2.33499
2469 4.00639 -1.17469 2.0435
2467 0.284026 1.96729 2.72699
2451 -3.53364 0.524505 -1.33985
2470 -2.59477 0.890519 1.4298
2454 0.673106 -2.11359 -1.2924
2468 -1.52343 -1.33786 2.72411
2466 1.49655 0.356543 -0.806581
2515 1.59038 1.50456 0.587304
2531 2.70802 -2.05994 -2.82191
2533 3.44022 -0.32768 0.532206
2518 -1.10217 -1.50165 4.97448
2532 1.41138 -3.37562 -3.06038
2534 -0.506484 -1.43224 -0.279715
2579 -1.08839 -3.38998 1.23756
2595 -0.107767 1.58413 3.0249
2597 1.51393 -1.91723 0.129348
2582 1.48698 -4.26672 -1.79058
2598 -2.81043 0.245465 2.48219
2596 0.288157 -2.76133 -2.13066
2643 -1.39794 3.74249 0.166046
2659 2.53866 -0.631198 3.47833
2661 2.25886 0.815402 -4.41395
2646 0.0632834 2.10158 1.95956
2660 -2.46754 0.770474 -3.3219
2662 2.39374 -3.42068 -1.02431
2707 -1.82357 2.51365 0.142605
2723 1.83056 0.00618363 1.93129
2725 0.0531421 4.15576 1.65993
2710 3.26486 -1.88983 4.9111
2724 -0.757415 1.94343 -2.5428
2726 1.29634 -1.20355 -3.20793
2771 1.76647 2.50335 3.79877
2787 -1.175 3.00017 1.14998
2789 -5.72598 0.00407595 1.13597
2774 0.37424 2.01979 0.649485
2788 2.1891 1.94996 3.11015
2790 -1.79469 1.54261 2.4701
2785 2.84537 0.045942 0.872239
2835 4.71102 -0.723856 1.1203
2851 1.65357 -2.90483 1.97946
2853 0.925517 -0.698533 2.32139
2838 1.46169 0.0037094 1.09197
2852 -1.70111 -1.59087 -0.275902
2854 -2.63137 -5.98726 -6.40594
2899 -2.00847 -0.908415 2.14173
2834 0.374731 1.83449 3.18908
2915 1.46448 0.270295 -3.32975
2917 1.40015 -4.60243 -0.039094
2902 0.223108 -1.16576 0.264726
2916 -0.461577 2.56566 -3.76607
2918 -1.56907 0.679094 1.59827
2963 -3.28809 2.906 -0.872551
2981 -1.01167 -2.31545 1.56874
2979 0.00568042 1.05854 1.18316
2966 4.8884 -0.595153 -1.72037
2980 1.22575 0.270315 -0.0343927
2982 3.12432 3.5469 -3.51835
3027 -4.68436 -2.00022 0.485881
3043 -2.18606 -3.1385 1.20271
3045 -1.70517 -1.60219 -1.54783
2977 0.924381 0.770873 4.38862
3030 0.0719502 -1.134 2.08034
3044 -4.53937 1.00714 -2.19
3046 -0.971524 0.298289 -1.79561
3091 2.13316 0.454088 2.27001
3107 -1.01535 0.548247 -0.400081
3109 -1.20447 -0.0346302 -0.537724
3042 -1.59484 3.67152 -2.66098
3105 -0.956167 0.395167 0.354114
3094 -2.56018 4.66094 -0.662081
3108 -2.26019 1.57931 1.79932
3110 1.92352 1.18217 -1.01219
3155 1.29891 2.394 -1.09782
3171 1.41138 -0.837082 0.344929
3173 -0.0963872 0.764154 -1.00451
3106 0.234343 -0.277582 2.86607
3158 -0.0206115 -2.77505 -0.972075
3172 -0.697573 -3.78093 -0.744007
3174 0.134689 0.663266 -1.85397
3219 -0.214017 -1.49373 0.518344
3235 -0.918277 -0.333558 0.544139
3237 -1.2302 1.92907 3.28908
3222 1.51545 -2.24683 -1.4167
3236 4.73326 -0.579257 0.863778
3238 -0.0562962 -1.53876 0.134117
3283 -3.00331 -3.09237 -0.400391
3299 -0.298351 -1.53662 -0.780035
3301 -0.328234 -2.14374 0.272628
3286 3.10761 -1.36375 -2.83512
3300 2.53558 0.698855 -3.52433
3302 -0.161111 0.228125 -1.95067
3347 1.95353 -3.85715 -0.403076
3363 0.742689 -2.00367 -1.08946
3365 -0.788397 0.759571 1.0051
3350 1.17704 -0.317853 3.09007
3364 4.62727 -0.866301 1.64607
3366 2.46909 0.600448 -1.63088
3411 -0.973588 3.81348 0.323822
3429 0.370124 1.13489 1.93473
3427 -3.17881 -1.33799 1.2287
3414 0.664619 -1.83844 0.0156629
3430 0.938037 -0.00991485 1.88303
3428 -0.7627 -1.94099 -1.78078
3475 -2.0594 -0.249362 1.66538
3491 -3.02502 -3.24424 -0.0112417
3493 -0.367276 -1.47222 0.0507809
3478 -1.22821 -1.26213 1.09676
3492 -3.39665 2.73883 -0.852475
3494 0.465031 -1.65086 -0.912913
3539 -1.91156 3.58667 0.597448
3555 2.84548 0.633284 1.78534
3557 3.33274 1.43479 2.21832
3542 0.711165 -0.776012 -1.08432
3556 0.0800783 4.4219 -0.579
3558 1.75221 0.504484 -1.24563
3603 0.379642 -0.909553 0.517939
3619 -2.09366 1.83731 0.80444
3621 3.28465 1.75334 -0.501653
3606 -0.0483531 0.809873 1.08753
3620 1.23178 2.54895 0.423241
3622 -0.506129 -2.42632 -0.582283
3667 -1.03859 -3.15324 -0.919069
3683 3.99489 -2.6032 1.49277
3685 0.25323 0.901085 1.66233
3670 -0.16066 -2.09526 -2.8659
3684 1.56402 -0.292439 -2.31323
3686 -0.707227 -0.959906 -1.69549
3731 -1.15202 1.32493 2.84145
3747 -1.15392 -2.01682 3.5785
3749 1.4328 -0.633248 0.438009
3734 0.173625 0.828361 4.96617
3748 0.998965 -4.0993 0.805408
3750 2.51068 -2.26123 -3.43153
3811 2.66601 -3.24176 -2.22215
3813 0.620138 -5.76728 -1.00555
3795 1.18503 -2.34955 -2.80193
3798 1.94645 -2.19956 -2.60163
3812 -2.18456 1.06326 -1.18519
3814 -2.7379 -1.52771 -0.979146
3859 0.586593 0.31975 2.00049
3877 3.85167 0.0047497 -1.59191
3875 -0.717219 -3.68084 -2.11193
3862 -2.30795 -4.8411 -1.25113
3876 3.10038 -1.19013 1.645
3878 1.66373 -2.32107 3.44891
3923 -0.447152 0.0958774 1.85872
3939 -0.0396067 0.770565 -0.161737
3941 1.40655 1.41386 -1.93157
3926 0.416822 -4.26508 -0.600097
3940 -1.6764 1.89112 0.957026
3942 -2.15672 0.708081 0.0251463
3987 1.62162 -1.90752 1.04551
4003 -2.37437 -2.63809 -3.41936
4005 -1.36633 -0.488497 1.52945
4004 -0.321601 -2.19176 2.52378
4006 -3.53478 1.98936 0.290299
3990 -0.881735 -2.94867 0.293856
4051 2.57094 -1.59793 -2.19672
4067 -1.73375 0.597683 1.12078
4069 0.504561 1.28808 0.595897
4054 -0.914386 -1.05672 -3.86567
4068 -0.913005 -2.59332 0.209005
4070 1.21296 -0.614882 -0.38067
4115 -0.0130336 -3.33065 -0.244004
4131 2.12185 2.53729 2.43079
4133 1.22499 -0.745409 0.93293
4118 2.14978 -0.651171 -1.20145
4132 -0.743976 0.0618636 3.52609
4134 2.00221 -1.14166 -1.22323
4179 -0.100656 -1.514 1.1464
4195 -2.48091 -3.30984 -1.11487
4197 -0.282607 0.265828 -3.925
4193 -0.790233 2.8335 -0.930385
4198 -1.35663 1.61531 0.549066
4182 2.33986 1.95123 0.911285
4196 0.802286 -2.12635 -1.04217
4243 1.39629 -0.201874 0.613206
4259 0.102835 -3.09764 2.23015
4261 2.30693 -2.87358 -1.51407
4178 0.48505 -0.601725 0.182743
4257 -1.09922 1.31005 -0.468088
4246 -0.573704 3.72672 -0.00277614
4260 0.575786 1.94164 -2.46125
4262 2.58115 -0.435473 -2.24581
4323 2.16189 1.59956 1.76888
4325 1.6092 -0.896362 0.736382
4307 -0.0387956 2.20898 1.12896
4258 -2.46274 -1.43747 2.11418
4321 2.81253 -2.07393 0.958301
4324 1.2257 -1.64724 1.92711
4326 1.38198 0.858878 2.80668
4310 -2.59436 2.15983 0.712743
4387 0.754358 2.28783 0.727098
4371 2.30741 -0.37931 0.388954
4389 -2.09507 2.21592 0.0358025
4374 -2.02694 -1.26065 -4.7751
4390 -1.46111 0.206572 -4.86334
4385 -2.05638 1.04317 -2.87371
4322 -0.0699134 1.77089 3.73444
4370 -1.51768 -0.443038 0.593185
4388 4.62655 0.594775 2.08282
4435 5.04572 -3.1432 -1.31237
4453 -0.0155557 -0.619852 -2.08994
4451 1.18304 1.93619 -0.426409
4438 -2.72427 -0.627375 -0.715665
4454 2.3851 -2.31546 -0.425376
4386 -0.031131 -1.73893 -0.242807
4449 0.422088 2.38445 -3.76489
4450 -1.23899 0.815073 -1.60074
4452 -3.49334 1.24968 0.541469
4515 -0.518156 0.497966 -0.963898
4499 0.812681 1.25031 -0.789304
4517 -0.299816 0.803108 -2.18498
4502 1.03449 -1.38955 -0.425557
4516 -1.34288 -0.961501 0.500596
4518 -0.78064 -0.0569339 1.60445
4513 -0.848028 -1.4388 3.21704
4498 3.25338 -2.79612 5.33156
4514 0.470981 -2.0508 -0.603387
4581 0.688574 1.06932 -0.711392
4563 -0.665229 -0.578347 3.77167
4579 1.28005 2.83982 -1.04369
4566 0.118816 0.982516 -2.34202
4580 2.55004 -2.51549 0.0390387
4582 -1.18567 1.64204 -0.853765
4578 -1.78669 0.727087 1.65497
4577 0.777239 -3.10766 0.378912
4562 -0.095376 2.22408 0.494414
4627 -0.72645 1.79622 -2.73798
4643 1.14961 1.7261 -2.86177
4645 -1.45864 1.69266 -5.20918
4630 0.145709 1.52757 0.618004
4644 2.04996 2.51136 0.27695
4646 -0.875174 -1.7013 -1.91318
4641 -1.55856 -1.52612 1.5854
4642 -2.56945 1.03141 -0.985603
4626 0.334687 3.75971 -0.539603
4691 -0.21824 4.73667 0.143895
4707 -2.05982 2.62537 0.798791
4709 0.756693 -1.24723 -0.631633
4694 1.60837 0.0677527 3.3843
4708 -0.40083 0.726428 -3.44114
4710 0.628098 0.921911 -1.2308
4705 -0.0108609 -2.07832 -0.564814
4690 -1.58351 2.24144 -2.43709
4706 -3.4045 -1.42621 -1.15825
4755 -0.608522 -0.278769 -0.505525
4771 0.797572 -2.07693 0.419496
4773 -1.71478 3.50454 1.82441
4772 3.97205 -0.968348 -1.47045
4758 0.291237 -1.59093 3.31699
4774 3.9078 0.0544937 -1.42101
4769 -1.50288 -3.24082 -1.53817
4770 0.248896 -2.92625 -0.127947
4754 -3.74677 1.02507 1.19218
4819 -0.00880568 0.479686 0.315645
4835 -0.447566 -1.89999 1.15699
4837 0.324366 2.54904 -0.84638
4838 0.318429 0.206525 -0.733096
4822 -1.39058 0.401238 -1.78989
4836 0.730644 3.63548 -0.199804
4833 1.47509 1.44014 2.55424
4883 1.03789 2.59793 -1.16629
4899 2.36628 -0.0715985 0.938479
4901 -1.45668 -0.257218 -3.17226
4900 2.06337 1.34586 -0.289273
4902 -1.90736 -0.190225 -0.921221
4886 1.05669 0.201015 3.62769
4898 -1.92468 2.86706 0.280995
4897 -3.39011 1.47799 -3.76604
4882 0.273651 2.65132 1.28481
4947 3.48786 -1.42516 0.352444
4963 -5.03923 -0.7192 -1.02695
4965 -2.46954 0.10156 -0.33348
4961 1.58558 -1.32325 -2.72425
4962 0.190458 -2.24387 -1.38362
4964 -1.06791 0.53684 1.58314
4950 1.24716 -2.66543 -1.271
4966 -0.394828 -0.399343 2.41781
4946 -1.97013 -0.507288 -4.16071
5011 1.88451 1.71962 -0.868249
5027 -1.97855 -1.3166 0.32534
5029 -0.284949 1.73336 0.696308
5014 -1.82691 1.85292 -0.461765
5030 1.33357 0.684277 0.915217
5025 -0.416999 1.16584 0.0447547
5026 3.60904 0.881079 1.68888
5028 -2.04027 2.05881 0.447789
5075 3.97447 0.466573 -1.19981
5091 3.07645 0.228045 2.67425
5093 -0.850842 2.40497 -0.748153
5078 3.39671 0.216465 0.641148
5092 -0.95333 -1.79881 3.12466
5094 -0.991389 -1.46084 -1.68092
5089 -4.46258 0.157031 -0.310458
5090 2.53836 -1.95571 2.32468
5139 -1.75683 -0.209117 0.372941
5155 -2.4679 -0.446124 -1.63138
5157 1.06304 2.41247 -0.139072
5142 -0.885498 -0.910652 1.71396
5156 -3.32182 1.70383 1.225
5158 -0.117983 0.233343 1.34265
5154 0.158377 2.23446 1.16774
5153 2.80575 3.35327 -0.4931
5138 -2.86848 -3.76376 -0.458942
5203 -3.47421 -1.56866 0.617572
5219 -2.68427 0.915623 2.42927
5221 0.78218 -0.373912 -1.00518
5206 0.792393 0.237871 -0.0660766
5220 2.44635 0.624263 1.44532
5222 -0.261974 -0.371278 0.260134
5218 0.0306525 2.69142 -2.40127
5202 1.68251 1.72544 -1.41006
5217 -0.28041 -1.05256 -2.2935
5267 0.0482493 -0.831644 -0.574801
5283 1.20907 0.942824 1.66989
5285 0.0956075 2.48305 0.489645
5270 -1.63022 0.371295 1.72423
5284 -1.35703 0.839759 -0.519406
5286 2.43572 0.594444 -2.82946
5282 0.0916066 0.547916 3.29334
5266 1.04347 -0.716823 2.05571
5281 1.33284 -0.864191 0.921622
5331 1.11162 0.745613 0.576643
5347 -0.446802 0.005287 -0.297677
5349 0.512805 1.83192 3.70877
5334 -0.229429 -0.112645 -2.61748
5348 -1.75603 -1.6713 -0.48135
5350 -1.92447 -0.815114 1.2337
5395 -1.51618 -1.07037 1.51083
5411 1.10211 1.06228 -2.13816
5413 -0.875654 -0.43268 -1.64316
5398 1.10931 -0.599301 -2.75714
5412 2.91925 -1.6603 2.20556
5414 -0.590903 0.7945 -1.60337
5394 -0.460363 -2.87785 0.5028
5459 -2.12186 0.997849 -2.72823
5475 0.495945 -0.54094 0.692222
5477 3.31969 1.30387 -2.38974
5462 2.34972 2.45346 1.27602
5476 -1.95285 -0.869257 -0.559851
5478 -1.83029 0.145042 1.19383
5473 -1.83395 1.3231 0.243557
5541 2.18629 -3.39509 0.906227
5523 -1.47547 1.83715 -0.16648
5539 -0.344125 -0.490098 -0.936924
5526 0.345599 0.719939 -0.028535
5540 -1.44791 -1.70462 -2.96805
5542 0.362868 0.0118938 -0.296186
5522 -1.21652 0.023319 2.57449
5605 1.35899 1.48535 2.37466
5603 1.84828 -0.103633 -1.86568
5587 4.83841 -0.210269 2.45663
5590 -2.38128 0.898354 0.981305
5604 -1.36796 -3.85893 -0.954857
5606 0.291328 -3.50549 -2.744
5669 1.74761 -0.216573 2.45677
5602 0.270457 -2.84377 -2.04552
5667 2.09436 1.37692 -1.31445
5651 0.529991 2.38048 0.384715
5654 0.969104 -1.01015 -0.537048
5668 1.23689 2.47276 -0.721982
5670 0.367576 3.66009 -1.85156
5715 -3.53332 -0.872082 1.69788
5731 -1.54484 2.02877 -1.14917
5733 0.689922 0.544154 3.16424
5729 0.185462 2.86537 2.46803
5718 -0.165447 1.4619 0.85264
5732 1.13033 3.46656 0.669306
5734 2.11022 -0.965008 -2.11277
5779 1.72734 -2.54615 -1.62134
5795 -0.084756 2.26681 -1.38187
5797 0.514706 1.51947 0.275908
5793 -2.23098 -3.10025 -4.53664
5714 0.334932 0.432343 1.53557
5730 -2.94295 1.26927 0.389226
5782 -1.35319 -0.3896 -0.622745
5796 -0.370227 0.415159 -0.243087
5798 0.617812 -1.07351 -1.15945
5843 1.395 -2.83677 -0.69692
5859 0.177088 1.38363 1.45889
5861 -0.345329 2.92686 -1.95568
5794 -4.83959 -1.60376 1.49648
5857 -1.64746 -3.16381 0.748875
5846 2.18047 0.427874 -0.156787
5860 -0.946511 -1.77645 0.618249
5862 0.98075 1.29533 0.503035
5907 0.0812868 1.69268 2.26952
5923 -2.12977 -0.482833 -0.482222
5925 4.43358 -5.54329 -0.301995
5858 -0.787802 -0.179073 2.25145
5842 0.520236 3.1702 -2.0126
5910 -0.770943 0.794964 1.06195
5924 2.23682 -0.477322 -1.13238
5926 0.282028 3.84264 -1.51903
5971 3.11871 0.628508 3.45035
5987 -0.00185227 -2.20745 -3.54643
5989 -2.12321 -2.62636 2.21281
5985 2.04645 -1.28632 0.0496126
5906 0.165896 -0.0256597 2.24637
5922 -1.46184 -2.8624 0.506542
5974 0.233082 1.23091 -0.0957093
5988 -0.78583 0.300075 1.61209
5990 -1.27149 -0.675258 1.15233
6035 -0.544454 0.50944 -0.0147153
6051 -0.994642 1.32767 0.82156
6053 -1.19847 -0.718776 0.0476499
5986 -1.23424 -1.67663 4.44947
5970 2.35468 -2.33991 3.59953
6049 -3.25639 -0.134106 0.540721
6038 0.203835 0.652108 -0.538842
6052 -3.08901 -2.43867 -1.58889
6054 -1.39687 1.79112 -1.55192
6099 1.22473 -0.143134 0.412791
6115 -1.53902 -0.117999 -0.203004
