ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6400
ITEM: BOX BOUNDS ss pp pp
-9.7926982851326834e+00 3.6894730484111182e+02
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
870 1.33474 -1.68007 3.25038
915 -3.05611 0.901468 -0.15998
931 0.094935 0.28152 1.09587
933 2.20791 -0.25438 -0.543969
850 -1.24261 0.786992 -1.89657
866 1.96468 0.590354 1.95646
932 -0.605701 -1.91607 0.915299
918 0.512212 -2.62374 3.77512
934 1.58406 -0.358116 0.0417458
914 1.01173 -3.15597 -2.63476
979 1.75709 0.595786 -1.68198
995 -2.45683 1.91451 -0.908129
997 2.49337 0.434666 2.68199
982 2.0053 -2.23677 1.74551
998 0.373575 -0.656238 0.212624
996 3.75332 3.37559 0.460775
1043 1.37846 1.99461 1.81986
1059 -0.240087 -1.14576 -0.910112
1061 -1.48748 -0.540996 0.518073
1060 4.07295 1.61666 -1.2972
1062 -0.740023 -1.67596 1.12272
1058 1.05031 1.42392 -0.510256
1046 0.491403 3.00318 -3.02672
1042 4.76557 2.03283 -2.71935
1107 -0.171925 0.665375 -0.700684
1123 3.1142 -1.46481 0.356189
1125 3.56215 2.40396 2.60231
1121 1.02285 -1.69365 -3.02537
1110 2.44863 -3.24289 0.428702
1124 2.15604 0.148367 0.640336
1126 2.58537 1.70331 0.0122142
1122 -1.54519 -0.0904634 0.511619
1171 0.249347 -0.182281 1.15072
1187 2.76953 -0.153284 -1.98098
1189 -1.32984 1.03508 0.640919
1174 5.09945 -1.92224 1.72748
1188 1.90914 0.608292 1.82243
1190 -0.502291 1.65072 0.693975
1170 2.65439 -0.556926 -1.2268
1235 2.32075 -3.86674 1.04738
1251 0.0504689 -2.11284 1.69125
1253 3.06391 -0.325257 -0.771951
1249 0.412093 1.46451 -0.120695
1238 1.17374 -0.0258494 2.08754
1252 1.01946 -3.60291 0.265711
1254 2.61423 4.13117 -0.858808
1250 0.778339 -0.924765 2.14848
1234 -1.7644 -0.501089 2.19665
1299 1.66972 2.68849 1.39363
1315 4.30098 0.615896 -0.493658
1317 -0.210032 -0.245784 2.19751
1313 3.17437 -2.68684 1.55425
1302 0.337624 1.45571 -1.74623
1316 2.08212 -2.247 -0.022594
1318 1.17378 -7.04783 -0.394661
1379 1.87671 -2.73616 -1.72517
1381 -0.0667427 3.214 1.4418
1363 2.3506 -1.45565 0.34976
1366 -0.621028 1.43775 -0.224023
1380 -2.38117 0.240225 3.68551
1382 0.460044 -1.2116 0.761216
1378 6.92948 -0.759856 2.24886
1427 1.73869 2.03656 0.505437
1443 1.18675 2.52091 -4.70011
1445 -0.51724 0.228668 1.86724
1430 2.13568 0.193135 -0.0572976
1444 5.21542 -2.61523 -0.678772
1446 0.214934 1.90532 0.369446
1426 2.94162 -1.4586 -0.693322
1442 2.89895 0.242521 1.47042
1491 0.0670042 4.10664 -0.349603
1507 1.36337 0.657188 -1.90863
1509 2.94376 -1.57066 -0.70102
1494 2.29362 -0.987418 -3.6473
1508 -0.575221 1.41884 -2.06636
1510 -0.301736 4.79903 -0.58604
1505 0.904978 -1.62117 -0.568682
1506 0.160207 1.01072 0.0280276
1490 -5.01902 -1.96953 0.44322
1555 -2.32461 -1.4617 0.966246
1571 4.80227 -4.25307 1.47881
1573 2.86455 -0.243563 -0.988518
1558 -1.78669 1.16914 0.254831
1572 0.242616 -1.2955 -0.311093
1574 3.61008 1.74697 -0.968884
1569 -1.09014 2.54363 2.62478
1554 -1.87091 0.285088 -1.46087
1570 2.5357 -2.50559 -0.857932
1619 2.5782 0.086622 -1.43844
1637 0.593779 3.97454 -0.65965
1635 1.03838 -1.6262 -1.8773
1622 0.502859 -5.1802 -1.26912
1636 4.09526 0.183459 -1.40083
1638 4.02423 1.59185 0.461958
1633 2.72728 -2.45113 -3.12299
1618 0.441606 -5.91157 -1.63117
1634 -1.64362 -1.29935 -2.36813
1683 0.895432 -1.33774 -1.83848
1699 3.36706 -1.04737 0.205894
1701 5.32466 -0.789899 2.7697
1686 -0.149756 -0.273494 3.028
1702 -2.72616 -1.36165 -1.15819
1700 1.83942 -5.6733 4.63377
1697 -1.57073 -0.538405 0.0134345
1698 3.00506 2.77105 1.19151
1682 2.39021 -2.27144 -1.4694
1765 1.95807 -3.04609 -1.62472
1747 0.870031 -3.05694 1.80236
1763 1.22071 -1.20541 -0.395794
1750 2.53244 -1.13143 2.61175
1764 1.40845 3.03567 0.739834
1766 3.43703 -0.153506 2.41943
1761 1.47182 2.17655 1.57563
1762 2.44083 2.04453 -1.68035
1746 0.225248 -0.140049 -0.764005
1811 1.77541 -2.26864 1.13912
1827 3.64088 4.40267 -0.384225
1829 -2.53199 -0.122716 -1.6642
1814 -0.929517 5.70358 0.327704
1828 -2.27003 -1.56026 1.62666
1830 -3.05191 3.64977 -0.135319
1825 2.48946 1.75605 -1.63903
1826 0.315333 0.92575 1.72774
1810 0.470483 0.467671 -0.778
1875 -0.363717 2.7739 -0.121254
1891 1.98341 0.720613 1.48591
1893 -0.314777 -0.654389 -3.79683
1878 3.3884 -3.37514 -1.11504
1892 2.64303 -1.06999 2.22985
1894 0.777908 -0.0712372 -2.92997
1957 -0.908553 1.89613 -0.741762
1939 4.05362 1.1208 -3.05094
1955 -1.70045 1.1374 1.66834
1953 -0.653884 -2.17753 1.0621
1889 0.299713 0.372288 3.15921
1890 0.510422 -2.29584 1.65671
1942 0.688269 -6.17865 0.580968
1956 2.31151 -1.20167 1.19168
1958 -0.504718 -1.51351 -2.36832
2003 2.39157 -0.104926 -0.98709
2019 0.544675 0.816494 -0.215105
2021 0.356453 -0.844632 -1.62216
1938 0.616768 1.53471 3.56683
1954 0.194929 1.88356 2.51288
2017 3.49735 -3.79226 0.61173
2020 -2.49148 -2.41125 -1.0543
2022 -0.770513 -2.39036 -5.42957
2006 -1.11797 1.37451 -0.865402
2067 -0.232317 0.173209 0.817457
2083 2.59574 -1.81124 -1.44293
2085 2.52388 -1.91217 0.0656209
2002 1.33364 4.6596 0.8949
2018 2.60524 1.14745 1.75404
2081 3.6883 2.71944 0.335051
2070 0.790652 -1.70096 1.17576
2084 2.84597 0.844699 3.72769
2086 3.71624 0.782735 -0.25835
2131 3.65374 0.813511 2.729
2147 0.645015 -0.173733 -1.10085
2149 0.939518 -1.47972 -1.74133
2145 0.624733 -3.31005 -1.99489
2082 3.09914 -2.48987 1.9817
2066 1.24303 3.84911 3.15863
2134 2.17619 -0.312872 4.25825
2148 2.16598 0.76443 -0.958351
2150 0.864715 -1.3864 1.22221
2211 3.56838 -1.06772 -0.93274
2195 3.42817 0.187379 0.447143
2213 -0.753043 6.33118 0.904356
2130 1.47232 1.57212 -3.84005
2209 3.00442 0.93954 -1.64167
2214 0.0290556 -3.17261 -2.15896
2198 4.88266 -1.78858 1.4537
2212 0.60131 -1.99709 -1.13321
2194 3.01231 2.2605 2.90477
2259 -2.92031 1.12343 -0.681039
2275 1.01013 1.20739 2.52659
2277 0.776957 -0.380646 -1.43506
2276 2.01051 0.854195 2.46331
2278 2.8192 -1.56709 1.99805
2262 -2.00594 -1.05326 0.888362
2323 -0.586597 -0.246467 1.24527
2339 2.91201 1.92387 6.00313
2341 -0.843334 4.05252 3.02271
2326 1.8081 1.24175 3.87928
2340 1.37062 0.36243 -1.05804
2342 2.14345 -0.0853452 0.2597
2387 0.169717 -1.53484 -0.245485
2403 0.621439 0.113971 -0.0515084
2405 4.40398 -1.61977 0.145743
2338 1.55072 -0.366433 0.952453
2390 -0.0756568 1.11319 -1.1072
2404 -2.96167 -0.932419 0.0292888
2406 -0.600011 1.6 -3.36564
2467 -0.362841 3.04263 -4.74243
2451 4.12874 -3.71958 -0.307284
2469 -1.45401 0.0733214 -0.725805
2465 0.347187 -2.69419 -1.20337
2470 -2.20616 2.83683 -2.50993
2454 0.841424 1.08533 0.346128
2468 1.90573 0.934951 -0.0798888
2515 -1.41925 0.500076 -1.89078
2531 -0.269816 -0.785117 -4.15591
2533 -0.558057 -0.506383 -2.7086
2466 0.0741461 0.489679 0.120871
2450 1.08971 0.297642 -0.99794
2518 3.61918 1.64508 -1.72895
2532 0.880551 0.430823 -2.16758
2534 -2.09963 -3.26035 -3.90903
2579 -1.22388 -2.11982 1.43058
2595 -1.97591 -0.523866 -0.25396
2597 -1.23718 0.741306 0.0336302
2582 0.449557 -2.87829 0.844031
2598 2.08137 -0.426634 0.393202
2596 -4.38156 0.712632 -3.10366
2643 0.0199159 -0.686853 -1.6001
2659 -1.52735 1.57951 -2.13849
2661 -2.67681 -2.78005 0.572805
2646 2.8566 1.75351 1.92632
2660 3.77217 -1.16422 0.080516
2662 -0.838408 2.49101 -1.45291
2707 -3.42821 -0.585659 4.434
2723 -1.09815 0.675711 -5.81256
2725 -1.12652 -0.0271179 -0.292521
2710 2.56141 0.631318 1.71128
2724 1.80148 -0.238268 -3.75788
2726 -2.71995 0.454493 2.03208
2771 -3.30753 -1.65523 1.42062
2787 0.720462 1.32923 -2.72249
2789 0.808385 -1.48007 -2.23703
2774 1.58129 0.656502 -3.23656
2788 0.0401955 -0.793459 1.76335
2790 2.13518 0.636218 -0.690094
2835 0.231513 3.12309 0.580873
2851 0.643666 -3.27461 3.07154
2853 0.832522 -0.391657 0.386574
2838 1.25488 2.16105 -1.11313
2852 2.25968 -1.84922 -3.27751
2854 0.0456988 0.311148 -0.137856
2899 1.01287 -0.728809 0.0281161
2915 1.26251 -0.58858 -0.196167
2917 -0.566844 -4.9467 -0.981348
2902 0.483685 -2.22692 1.99914
2916 -0.416163 -3.11492 2.0252
2918 2.84169 -1.93189 -0.581997
2981 -1.34758 0.392324 1.6532
2963 0.499038 -1.90548 -0.585396
2979 -1.93411 -2.31453 1.29548
2966 -0.821244 -0.169426 0.923187
2980 -0.410211 -1.52675 1.32292
2982 3.48543 -0.204906 -0.191904
3027 -0.478197 2.30351 1.94876
3043 -2.23868 -2.20456 0.697667
3045 -2.65497 0.33048 0.738935
3030 -0.137703 1.64092 0.91014
3044 -0.114472 -0.397754 -2.29485
3046 2.10096 1.48185 1.3802
3091 1.62233 0.297392 2.4648
3107 1.94659 0.962975 0.938425
3109 -3.37428 -0.492095 4.06464
3094 -1.21324 0.578815 0.917208
3108 -3.08353 3.88089 -2.07081
3110 -0.467438 -2.52795 -0.315296
3155 0.792537 -2.45944 0.290734
3171 1.28693 1.44293 -4.25022
3173 2.54673 0.913228 -0.763257
3158 -1.18696 1.09677 2.80674
3172 -3.28856 -1.59482 4.90633
3174 2.08962 2.45712 -3.17581
3219 -1.63236 1.36774 -1.3337
3235 0.548951 -2.15981 0.59528
3237 -0.929278 0.115372 5.5856
3222 1.70649 -2.44245 3.1585
3236 1.92836 0.197714 3.41871
3238 1.71536 0.99201 1.34688
3283 1.92019 -1.0857 0.925846
3299 -0.376672 3.44503 -1.99179
3301 -1.87761 1.12716 -0.158247
3286 -0.753982 1.51376 -0.217318
3300 -0.90552 -3.91408 -2.47912
3302 -0.335037 2.38088 -1.931
3347 -1.83052 -4.96504 0.421963
3363 2.05452 3.33833 1.2034
3365 -0.513549 -0.23819 -1.30972
3350 2.00088 -0.624345 5.15534
3364 1.56562 -0.57168 1.91366
3366 -1.48859 -6.29669 -0.780358
3411 0.313515 -0.32764 0.512835
3429 -5.48936 2.53851 2.39662
3427 0.724311 -2.42311 -1.98768
3414 -0.0873342 0.443852 -1.52256
3430 -0.941098 -1.88286 -0.554537
3428 -0.532824 -2.82446 0.377345
3475 1.06663 -2.41666 3.10877
3491 0.315357 1.52929 -2.30953
3493 -3.6906 0.961063 0.335346
3478 -1.68758 -0.947609 0.384723
3492 2.46238 2.40035 6.01636
3494 2.03459 -1.88933 0.339122
3539 0.581603 -3.10744 2.93421
3555 -3.17149 -1.76426 1.35805
3557 -1.21667 -3.70091 -0.178316
3542 1.57836 -0.483487 -1.07921
3556 -1.3884 2.42507 -0.0225028
3558 4.34099 0.228246 -1.04904
3603 4.68642 0.297172 1.52487
3619 1.26716 -3.49354 0.174683
3621 -1.47162 2.37064 -2.11369
3606 0.672076 -1.2182 -0.300762
3620 0.917195 1.10841 1.14172
3622 1.67384 4.3558 -1.84007
3618 0.000580121 -1.23617 1.16267
3667 1.05814 -2.10542 -1.40416
3683 -4.78835 -2.42502 0.57237
3685 2.18187 -1.71064 -1.23866
3670 1.19306 -1.36346 3.17167
3684 -0.451684 2.52625 0.637487
3686 1.20298 0.655646 1.97196
3731 -0.880862 -2.1721 -3.65082
3747 -2.28494 -2.2897 -3.13016
3749 2.09959 1.97697 4.22728
3734 -0.757432 -0.153707 1.74743
3748 0.62296 2.00744 3.53376
3750 -0.688804 2.78868 1.71864
3811 -1.44423 0.132479 -2.37603
3813 -1.70528 -1.07889 -2.08097
3795 0.312601 0.371367 0.875983
3798 -4.45504 -0.590361 -3.97822
3812 0.982626 -3.54592 -1.62891
3814 -2.1211 -2.22957 1.26311
3859 -2.03748 0.438057 -0.64904
3877 -1.12346 -0.0398404 0.202347
3875 -2.38277 -0.124973 -1.74157
3862 -3.12045 -1.65786 2.84705
3876 -0.133298 0.945526 -1.19461
3878 1.83706 -0.141046 -2.45231
3923 -1.07532 -2.34933 -1.95436
3939 -0.21241 2.7343 0.0929384
3941 0.971289 -1.173 -1.46802
3926 -1.83202 0.184739 -1.46304
3940 -2.04935 -1.65734 -1.13923
3942 0.452137 -2.50913 3.34521
3987 -1.85254 -0.822763 -2.86641
4003 0.857824 -2.45414 -3.01301
4005 0.808021 1.81659 1.86761
3990 2.62409 2.54716 -2.63408
4004 -4.80243 1.02563 1.41925
4006 1.24868 -0.519373 -3.8165
4051 0.959115 1.28256 0.517667
4067 0.184098 0.606586 -0.905612
4069 -1.42494 -0.853398 -0.106526
4054 -2.84935 -2.63046 1.96974
4068 -1.30615 3.92988 -0.0962789
4070 0.431054 -0.78596 0.119735
4066 -0.560656 2.77702 5.37857
4115 -1.61677 -2.29606 3.88158
4131 -2.80279 -2.17219 6.7279
4133 -2.38461 1.86197 0.796867
4118 -2.91681 1.7133 -2.93355
4132 -1.30762 0.781813 0.0635899
4134 -2.20738 1.38219 -0.685231
4179 -0.908981 0.12524 1.46191
4195 1.6166 -1.92331 1.0301
4197 1.42466 -2.7999 1.16264
4198 -0.467106 -0.615036 -2.93454
4182 -2.55868 -0.878407 1.29294
4196 -1.72786 -0.8526 -0.151074
4243 -0.0768702 -0.463995 -4.43724
4259 -3.8998 1.51812 -0.00482825
4261 -2.54155 -0.429435 -0.0460739
4246 0.478053 -1.25096 0.0579423
4260 0.76779 -0.461 0.0389563
4262 -0.448505 2.15554 0.645864
4323 -4.835 0.0397995 -0.229871
4325 -0.435863 2.37828 -0.492379
4307 -3.87736 -0.279854 2.00037
4258 0.611677 0.0872889 0.290156
4324 -3.69003 1.06134 0.877264
4326 -1.82021 2.48282 1.62337
4310 -3.33584 -2.95644 1.79707
4387 1.33745 -2.07942 0.631299
4371 -4.66198 4.61261 4.61363
4389 -0.726544 2.18693 1.00831
4374 1.71209 -0.580632 -0.962678
4390 0.497031 0.893933 -2.04685
4388 -1.5104 2.5222 -2.73156
4322 -1.12119 4.02445 2.0055
4435 -1.05819 -2.04736 -1.5756
4453 -3.81849 0.923087 -0.984787
4451 -1.95056 1.84345 -1.65494
4438 -1.26285 0.460888 -2.35448
4452 -0.960177 2.33378 0.550521
4454 -3.13399 -1.16461 1.24186
4450 -0.491983 0.731634 -0.881327
4515 1.06251 2.3895 1.70615
4499 1.02741 -2.28623 2.90328
4517 -0.0963266 -0.260529 0.807438
4502 2.51512 -3.42306 0.408404
4516 0.0830903 1.88229 -0.0460125
4518 1.29965 1.488 -0.302038
4498 -2.67236 0.863108 -1.50194
4514 0.75765 -0.0177464 -2.30841
4563 -3.4501 2.16168 3.54243
4579 -0.0391757 0.430039 -0.337396
4581 -2.17922 -0.632267 -1.53986
4577 -4.36711 0.410373 -2.5011
4566 -0.0640236 -3.37408 4.14195
4580 -0.873964 1.01943 -2.68935
4582 0.234739 2.39443 0.786441
4578 -2.7576 3.84165 -2.04913
4627 -0.953644 1.99856 -4.10924
4643 -0.510021 2.12141 -0.362944
4645 1.13373 2.45883 -2.40111
4630 -6.03452 -0.403231 1.47836
4644 -0.403198 1.12044 0.739714
4646 -2.64212 2.20747 1.06306
4691 -0.837236 -0.816059 0.156913
4707 -3.26671 -1.04698 -1.1027
4709 -0.171652 0.719964 2.13576
4694 -3.49438 -1.48683 1.31791
4708 -3.42781 0.708062 1.43331
4710 -5.17928 1.84354 -3.58773
4755 3.52013 0.971461 -2.09227
4771 -1.54623 -1.32595 -1.29216
4773 1.32351 -0.835005 1.13537
4772 -1.67186 -1.07131 2.32839
4758 -1.12059 -2.65301 -0.92129
4774 0.109089 1.34315 1.41226
4770 -0.920293 3.54063 0.0595198
4819 -1.65693 4.51421 0.771916
4835 -1.52988 1.77038 0.596268
4837 -0.686641 -1.71607 7.57957
4838 -2.39238 -0.535673 1.44591
4822 -1.49276 2.97046 -1.2172
4836 -0.733129 -1.28453 -0.232053
4833 -4.08624 -2.11295 3.1932
4818 -1.29625 0.0987637 -0.412316
4883 0.337255 -0.14136 2.69844
4899 -3.40534 -1.68693 -0.225211
4901 -0.0182744 -0.806514 2.13654
4886 -2.51361 -1.61641 3.92279
4900 0.441802 -0.21201 -1.40343
4902 -4.6659 -1.07444 -1.13714
4898 -2.331 0.679669 -0.514879
4882 -0.841642 2.25264 -3.18767
4947 0.34242 0.19207 -0.0144538
4963 0.127717 -0.693597 0.269918
4965 -0.610568 -1.94742 -0.859433
4964 -2.99498 1.70114 0.614357
4950 0.258311 -0.532904 -0.894084
4966 0.00846918 0.692137 0.40833
4961 1.08512 -5.01922 0.444199
4962 1.19946 -0.201972 -0.726734
5011 -2.14299 -3.84551 -1.22848
5027 -3.53481 2.08875 3.70697
5029 -3.14754 -1.20823 -1.30238
5014 -3.63761 -3.38259 -3.38245
5028 4.50867 1.18949 1.37051
5030 -4.08643 2.2364 1.37589
5025 2.32787 3.53965 -2.08683
5026 -0.20369 1.04541 1.61728
5010 -3.19328 2.38321 0.0310443
5075 0.304108 2.85184 2.73797
5091 1.46061 2.78702 1.08837
5093 -1.07742 -0.530224 1.18772
5078 2.74701 -3.97467 0.157498
5092 -2.60526 -0.559679 2.29637
5094 1.23778 2.06333 0.672408
5090 0.365108 2.83671 -1.09084
5139 -2.16283 0.558781 -2.06574
5155 -2.45179 -0.258763 1.8766
5157 2.41095 -0.14709 4.49962
5142 4.01396 -0.0564698 2.28381
5156 0.458038 2.35666 -2.97095
5158 -3.21606 -0.679584 -1.79248
5154 -0.459193 -0.475093 1.1514
5138 1.68842 0.7103 1.39534
5203 -2.7536 -1.16333 0.540765
5219 -2.20402 3.69127 2.90246
5221 0.450529 2.15465 -0.762896
5217 0.345938 1.83952 -0.461626
5206 0.502929 0.878648 3.16581
5220 -1.70355 0.100826 0.97289
5222 -1.27942 -0.68684 -0.584473
5202 -1.11771 -0.0414445 2.881
5267 0.451166 1.57323 -1.23714
5283 -3.79773 0.637948 0.852287
5285 -0.717498 -4.54612 -3.24048
5270 -1.58115 1.05334 1.73854
5284 -1.69869 -1.95768 -0.962882
5286 1.24933 4.20068 2.2053
5266 2.89596 -0.116397 1.48325
5282 4.47964 0.559205 2.61059
5281 1.49232 -2.406 -1.7144
5331 3.16217 -0.535887 -0.958519
5347 -4.30446 1.63653 -0.431954
5349 -3.04331 -1.97078 -1.22854
5345 -3.25174 0.443016 -1.40831
5334 -0.785668 1.96401 -1.30135
5348 -0.981235 1.69586 1.31827
5350 3.27363 -3.22852 -1.95405
5395 -1.94706 2.01175 1.99553
5411 -0.381049 -1.47285 5.80555
5413 -0.945947 -1.16364 1.17428
5346 0.235088 -1.45882 -0.872522
5398 0.979544 -0.489057 -3.74638
5412 -6.23727 -1.31309 1.74903
5414 -0.267393 -0.0669421 3.55822
5459 -2.33084 -0.404746 -2.87621
5475 0.845823 2.3942 -4.90542
5477 -0.122356 0.508851 -2.54077
5394 -4.48694 0.128663 -0.497279
5410 -0.783304 0.322701 -1.10884
5473 2.77272 5.21542 3.06458
5462 -2.99542 2.18657 1.62232
5476 -2.19052 -1.48838 0.139398
5478 -4.05987 -2.40298 -0.609111
5523 3.00881 1.90984 -0.323522
5539 -1.8875 0.435463 -1.72508
5541 2.83044 1.57039 4.18651
5474 -2.05592 -1.65871 -0.0522738
5537 -1.05431 -1.33635 0.819653
5526 1.38883 3.42606 3.63488
5540 -3.24962 0.722925 -2.19698
5542 0.0703308 -1.12873 -2.88202
5605 2.1196 -1.04752 2.42854
5603 -3.20637 1.31201 1.0168
5587 0.0945874 3.10998 0.162463
5522 -3.92841 -2.20127 -1.3523
5601 4.66177 -2.55111 0.0704589
5538 -1.41762 1.57737 1.77247
5590 1.03805 -1.27089 1.80183
5604 -4.26042 0.390207 -0.705316
5606 -3.1232 -1.28944 -0.276826
5669 2.05697 -3.37672 -1.1458
5667 -1.58975 0.986618 -2.40413
5651 -0.86945 0.58267 1.34499
5586 -2.74027 2.40908 2.12819
5602 -0.565651 0.585013 -2.45927
5665 -4.09098 -2.18942 -4.74535
5654 2.26124 -2.52522 -1.47472
5668 1.56732 2.61604 -2.48994
5670 -0.0744468 0.602488 0.0429373
5715 -1.53319 0.201531 -3.24066
5731 -0.0345973 4.04801 -1.23385
5733 -0.448866 -1.54427 -1.87722
5650 -3.39114 2.95209 1.2719
5666 -1.1666 -1.36848 0.962487
5718 -4.11669 0.371676 1.61816
5732 -2.94815 2.73887 0.916555
5734 -4.66191 2.51143 -0.448218
5779 -0.178183 -2.76506 0.888558
5795 -4.98421 -1.60551 -1.55494
5797 2.75517 -0.134452 -2.24798
5714 1.046 0.321373 -2.37085
5730 -1.17148 1.04998 2.45088
5782 -0.903931 1.2887 0.793528
5796 -3.69076 1.0014 1.93919
5798 -3.58106 -0.354875 1.50378
5843 -1.7418 -0.827769 -0.673169
5859 -0.834662 -0.664052 -0.576794
5861 -4.47617 1.70519 0.151421
5857 0.845798 -1.75264 0.0774645
5846 -1.09217 -2.95761 -1.91346
5860 1.60881 1.39428 0.975278
5862 0.765862 -0.225928 1.52663
5907 -0.709815 -2.47997 0.860675
5923 -0.790648 2.33474 1.37123
5925 0.26939 -0.163238 -1.66482
5910 1.03377 1.12362 -1.40363
5924 -0.987831 1.88283 0.920694
5926 0.596309 -0.570425 1.90387
5971 -0.572791 0.0301471 0.0966183
5987 -0.320098 -0.701401 -2.4596
5989 0.0449237 2.4113 -1.33562
5985 -2.31028 0.970201 -1.63683
5974 0.654877 0.766758 -1.57836
5988 -3.08897 3.25407 -0.804161
5990 0.983056 -2.05497 -1.11846
6035 -1.21281 0.0638787 -1.47563
6051 -1.38519 0.404852 2.05515
6053 -2.73016 0.0509596 0.401476
6049 -1.6805 -0.60139 -2.53841
5970 5.28265 -1.17423 0.517229
5986 -1.39903 1.33478 -1.01657
6038 1.22956 -4.25334 -2.5625
6052 -1.75853 3.91532 -0.560258
6054 -1.76215 0.832866 1.12914
6099 0.320307 0.660463 -0.40113
6115 -0.843249 -2.06093 -0.208804
6117 -3.43119 -0.0390402 1.98266
6102 -0.496468 -1.44649 2.11884
6116 0.00330181 1.32012 -1.85568
6118 -1.66389 -1.86322 0.171595
6163 -3.42144 0.0171626 0.724598
6179 0.929726 -0.603434 2.18778
6181 -0.633242 2.10678 -0.107638
6166 -4.3751 3.22113 0.853265
6180 -2.61709 -2.55958 -1.90618
6182 -0.405426 0.659924 -0.661046
6227 -2.64174 0.748511 1.53318
6243 0.792727 -0.650203 1.1874
6245 -2.32896 -0.884011 -3.92547
6162 0.138374 0.418925 2.24004
6230 0.288169 -0.774837 -0.146743
6244 -3.24849 0.589243 3.15375
6241 -0.689303 -3.71768 -0.0371598
6178 -2.0791 0.304061 0.239627
6246 -3.10639 -2.06714 2.40325
6291 0.619885 -1.22347 -2.17262
6307 -1.96312 3.04194 -2.57346
6309 -0.355239 0.769156 2.05208
6308 -1.73176 0.163977 1.31673
6242 -3.10005 0.760617 -1.34952
6306 0.23897 2.16048 -2.30747
6305 -3.01241 1.18009 1.8705
6290 0.511523 -2.93441 -3.41844
6310 -0.0573356 3.60981 -0.629326
6294 0.625099 -1.97091 1.20703
6355 -3.53896 -4.15735 -0.450288
6358 -6.30433 -1.40086 -0.302397
6371 -1.68519 -1.96713 0.115866
6372 -1.66737 1.53493 0.55545
6373 1.46448 -2.30453 -2.55617
6374 -6.41828 3.1788 1.14934
6354 -2.73293 1.30663 0.116392
6369 -1.94234 -4.0528 2.12293
6370 0.130054 2.44345 -1.39934
5 -1.1883 -1.21736 0.115442
4 -2.24905 -6.47159 -0.191203
1 0.0266966 3.06291 -2.41726
51 0.191928 3.50779 -3.75452
52 0.477618 -1.99531 -0.377021
53 4.54203 0.507599 1.71117
54 -1.13914 -2.21821 4.66801
49 3.99342 -1.39377 1.35661
50 3.36773 -2.88206 4.57002
65 2.77749 9.12796 2.22331
68 1.75744 2.87084 2.24063
115 -2.24694 -1.09821 -0.579987
117 -0.745718 -2.24379 -0.563736
116 -1.56807 2.55117 1.8864
118 -1.67887 -0.177775 2.87034
114 -0.731789 1.46048 -1.89719
179 0.585508 -0.526372 -2.32828
181 0.970298 -2.40433 -2.17328
177 3.27309 0.856636 -1.96774
133 3.68435 -2.19094 0.908908
113 1.23734 -2.65916 -0.471519
193 -0.0714774 -1.34182 0.136833
132 0.00404493 -0.441643 1.55009
180 -0.103521 0.405637 0.26145
182 -5.90965 1.60269 1.72697
245 1.23988 4.27473 -2.46409
178 -1.24552 -1.19729 -3.44268
243 0.504153 2.35995 5.18912
241 -0.661661 2.61619 2.74761
261 0.2148 5.83238 -1.70439
196 0.805161 -0.855278 2.64464
244 3.53202 2.27708 0.522073
246 -0.0230068 4.37515 -3.87389
307 3.05204 1.48215 0.36278
309 1.75248 -1.63425 -0.723542
242 1.10562 -0.912208 0.376454
305 -0.446632 -2.49628 -3.52713
260 3.19115 1.56563 0.66859
308 -4.25781 -2.84691 -0.4901
310 -3.76332 2.04221 -0.0183318
371 5.10174 0.87253 -3.08852
373 0.853121 -0.0758293 7.54841
306 -0.848097 3.93622 2.16432
389 0.0689347 0.17016 1.21782
372 6.67378 -1.49612 1.08023
374 2.14119 1.59745 5.47605
435 2.34225 -1.63399 2.60766
437 -1.22492 -0.972284 -4.54157
370 5.22563 0.870873 -1.2861
433 -0.491832 2.87362 -0.233925
436 2.44252 -4.6375 -2.28344
438 -0.102646 0.827102 -3.40306
499 0.994959 1.25729 -0.0192417
501 2.46665 -3.37888 0.54665
497 -2.49615 -1.45227 0.110585
434 1.13805 2.54826 -2.39648
500 1.80584 -2.6612 0.406582
502 1.1963 4.59464 -0.893621
563 1.29513 -0.873743 1.98083
565 3.4692 1.76493 -0.636207
561 -1.36772 -1.51012 -2.28532
516 0.16141 5.02508 -0.419367
581 0.413794 -3.16724 0.0698574
564 2.24672 0.551557 -1.65398
566 1.59888 3.09792 -1.12284
627 1.96034 -2.51855 -1.89875
629 -0.591409 1.92662 -3.07011
562 3.57333 3.64163 -1.76452
625 0.233106 0.438747 -1.3354
645 3.59383 1.13161 -1.40133
641 0.673476 -0.029501 0.314868
628 -2.08157 2.43235 1.74798
630 0.0559091 2.62059 -1.42834
691 2.40724 -0.204909 4.28876
693 -0.793329 -2.6448 -3.74895
689 -0.061221 4.45284 3.16596
626 3.36381 5.37223 2.16959
644 5.79661 -1.27695 -2.81846
692 0.0650805 -2.1687 1.41414
694 1.44824 2.93986 -4.48182
755 -0.494727 -0.305945 0.238645
757 -0.62129 1.42663 2.9206
690 2.09986 2.93075 -1.38956
756 1.25118 -1.13748 0.721122
758 -0.59441 2.17054 -4.84109
